,text,label
3870,-Вся смета в офисе!,0
3871,"Есть работа по дизайн проектам для рабочих со своим инструментом  ============ ДОБАВЬТЕ ОБЪЯВЛЕНИЕ В ИЗБРАННОЕ,ЧТОБЫ НЕ ПОТЕРЯТЬ ============ - Мы - прямой работодатель.",0
3872,- Только у нас большие объемы!,3
3873,- ВЫПЛАТЫ ОФИЦИАЛЬНЫЕ =========================== Заинтересовались!?,3
3874,Оставьте ваш номер в чате‼ Мы перезвоним максимально быстро!,3
3875,"Или звоните сами - не стесняйтесь, опередите других!!",3
3876,Прямой работодатель.,0
3877,В связи с большим увеличения заказа срочно набираем дополнительно специалистов!!!,0
3878,Требуются монтажники и разнорабочие на объект с питанием и проживанием.,0
3879,Требования:  ✏️Рассматриваем без опыта работы!,0
3880,"(всему необходимому научим)  ✏️Желание работать и зарабатывать  Обязанности:  ✏️Монтажные, бетонно-арматурные работы, подсобные виды работ.",1
3881,✏️Бригадная работа под руководством мастера.,1
3882,Условия:  🔥Медосмотр на объекте бесплатно!,0
3883,🔥Компенсация затрат на проезд.,2
3884,"🔥Карьерный рост 🔥Своевременная и стабильная заработная плата, без задержек; выплаты строго 2 раза в месяц; на карту.",2
3885,Фиксированная ставка без скрытых вычетов.,2
3886,🔥Предоставляется спецодежда.,2
3887,(БЕЗ вычетов с з/п)  🔥Официальное трудоустройство по ТК РФ.,2
3888,Трудоустройство официальное с первого дня.,2
3889,🔥 Есть разное расписание: Вахта 30 30 (короткая работа вахтой 30 30); вахта 30 15 (короткая работа вахтой 30 15); вахта 45 30 (средняя работа вахтой 45 30); вахта 60 30 (повышенная работа вахтой 60 30); вахта 90 30 (длительная работа вахтой 90 30).,2
3890,"🔥Проживание (бесплатно) в квартирах за счет организации, по 2 человека в комнате, в шаговой доступности от производства.",2
3891,🔥Питание за счет работодателя  🔥Заинтересовала вакансия?,2
3892,"ЗВОНИ сейчас чтобы успеть на набор!!!🔥  ⚠️Пока идет строчный набор действует акция &quot;ПРИВЕДИ ДРУГА&quot;, премия 4000 руб .",0
3893,"Можете сообщить знакомым и друзьям, о наборе специалистов в нашу компанию!",0
3894,"🟠Присоединяйтесь к дружному коллективу со стабильной заработной платой, мы быстро растущая компания которой нужны специалисты на постоянное сотрудничество!!!",0
3895,Будем рады рассмотреть вашу кандидатуру!,0
3896,Мы ждем соискателя на должность: «Монтажник» : Код вакансии: A9867699456 Имя менеджера: Алла Мы выдаем: Специализированную одежду Модель рабочей одежды: &quot;Экосиз-Фаворит-Альт-1&quot;,0
3897,"Вахта 60/30  Проезд, проживание, питание.",0
3898,ЗП 80 т.р. НАКС 100 т.р.  Прямой работодатель.На Мосты требуется Сварщики.,0
3899,Условия: - Бесплатные обеды прямо на месте работы!,0
3900,"- Работа вахтовым методом: 30/30, 60/30 дней и тд. по желанию - Выплаты на карту без задержек - Униформу предоставляем бесплатно - Оплачиваем билет до места работы! - з/п Сварщик 80 000 Руб.",2
3901,"НАКС 100 000 Руб. - Официальное трудоустройство, соц. пакет - Проживание в новом общежитии!",2
3902,"Проживание НЕ удерживается, все условия для отдыха холодильники, TV, Wi-Fi (больше подробностей узнавайте у менеджера)  - Возможна подработка на вахте (оплачиваемые переработки)  Обязанности: - Работа с ручной дуговой сваркой и не только ( подробности расскажет мастер) - Работа на основе разработанного плана - Соблюдение режима сварки  Требования: - Умение работы ручной дуговой сваркой - Удостоверение работы сварщиком НАКС будет преимуществом!",0
3903,- Разряд 3-4 - Опыт работы сварщиком!,1
3904,"- Знание работы на полуавтоматах и их настройки  🟦 НЕ ЖДИ, ЗВОНИ СЕЙЧАС!",1
3905,"🟩  В нашей компании действует акция &quot;ПРИВЕДИ ДРУГА&quot;, премия 4000 руб (если вы приезжаете с другом на вакансию и он отрабатывает не менее 10 смен).",1
3906,"Можете сообщить знакомым и друзьям, о наборе специалистов в нашу компанию!",1
3907,"Мы ждем соискателя на должность:  «Электрогазосварщик от 4 разряда»: Код вакансии: W-4857986342 Имя менеджера: Полина Мы выдаем: Спецодежду Модель рабочей одежды: Ксв-3сп–2,3    А так же нужны специалисты:  Электросварщик,  Газосварщик, Сварщик,  Электрогазосварщик",0
3908,"Монтажник вахтовым методом Для работы ВАХТОЙ на строительство мостов требуются МОНТАЖНИКИ (можно без опыта работы) ГОРОДА: Курган, Сызрань, Казань, Нижнекамск   📱ПЕРВЫМ 5 ПОЗВОНИВШИМ ПРЕДЛОЖИМ ЛУЧШИЕ УСЛОВИЯ  Мы прямой работодатель!!!",0
3909,"УСЛОВИЯ:                                 График работы: Смена по 11 ч (дневные и ночные) минимальная вахта 30 рабочих дней, можно и дольше                                  Авансы: 15 и 30 числа каждого месяца по 5 000 рублей работнику на карту Тинькофф или Альфабанк                                              Спецодежда: Предоставляем спецовку по сезону и обувь                                                          Перечесление з/п:30 числа каждого месяца, ТОЛЬКО на карту Альфа-Банк зарплатный проект , Тинькофф банк                                 Проезд: Бесплатный, корпоративный автобус                                 Заселение: Заселение 24/7                                                          Питание: Обед предоставляется на смене, комплексный обед, выездная кухня                                 Документы для трудоустройства: Паспорт, ИНН, СНИЛС, трудовая книжка (если есть), военный билет   Требования: - Готовность к физической работе;",2
3910,- Можно без опыта;,1
3911,- Умение пользоваться электроинструментом;,1
3912,"- Вязка арматуры, монтаж/демонтаж опалубки, работа с болкаркой (зачистка швов после сварочных работ), помощь бетонщикам в заливке бетона  ВНИМАНИЕ!!! действует АКЦИЯ: приведи друга, отработайте вместе минимальную вахту и тот, кто привел получит премию 4000р. за друга, количество друзей не ограничено).",0
3913,"Если Вы заинтересовались данной вакансией, или у Вас возникли вопросы, оставляйте отклик или пишите в сообщении Ваш номер, мы обязательно с Вами свяжемся в ближайшее время!",0
3914,"Мы ждем соискателя на должность: «Монтажник вахтовым методом»: Код вакансии: p-9787 Имя менеджера: Анемподист Мы выдаем: Спецовку Модель рабочей одежды:НьюДжерси-189  Нажимайте «откликнуться» на объявление и смотрите другие вакансии в нашем профиле  Как еще можно найти работу: Вахта, вахта разнорабочий, работа вахтой, подработка, монтажник, работа монтажником, работа на стройку, работа на стройке, монтажник на стройку, вахта с питанием и проживанием,работа вахтовым методом, работа с ежедневной оплатой, вахта с жильем, вахта с проживанием",0
3915,Вахта 60/30 На Мосты требуется Сварщики.,0
3916,"Проезд, проживание, питание.",0
3917,Прямой работодатель.,0
3918,Условия: - Проживание в новом общежитии!,0
3919,"Проживание НЕ удерживается, все условия для отдыха TV, Wi-Fi (больше подробностей узнавайте у менеджера)  - Оплачиваем билет до места работы!",2
3920,При предоставлении ЖД билета!,2
3921,- Бесплатные обеды!,2
3922,"- Работа вахтовым методом: 60/30 дней и тд. по желанию - Униформу предоставляем бесплатно - Официальное трудоустройство, соц. пакет - Выплаты на карту без задержек  Обязанности: - Работа на основе разработанного плана - Соблюдение режима сварки - Работа с ручной дуговой сваркой и не только ( подробности расскажет мастер)  Требования: - Опыт работы сварщиком!",0
3923,- Умение работы ручной дуговой сваркой - Знание работы на полуавтоматах и их настройки - Разряд 3-4 - Удостоверение работы сварщиком НАКС будет преимуществом!,0
3924,ЗВОНИ СЕЙЧАС!,0
3925,Вакансия СРОЧНАЯ!,0
3926,"В нашей компании действует акция &quot;ПРИВЕДИ ДРУГА&quot;, премия 4000 руб (если вы приезжаете с другом на вакансию и он отрабатывает не менее 10 смен).",0
3927,"Можете сообщить знакомым и друзьям, о наборе специалистов в нашу компанию!",0
3928,"Мы ждем соискателя на должность:  «Электрогазосварщик от 4 разряда»: Код вакансии: F-1785838356 Имя менеджера: Полина Мы выдаем: Специализированную одежду Модель рабочей одежды: брезентовый ОП    Приветствуется опыт работы:  Газосварщик,  Электрогазосварщик Электросварщик, Сварщик,",0
3929,"Проезд, проживание, питание.",0
3930,На Мосты требуется Сварщики.ЗП 80 т.р. НАКС 100 т.р.  Прямой работодатель.Вахта 60/30   Условия: - Оплачиваем билет до места работы!,0
3931,"- Работа вахтовым методом: 30/30, 60/30 дней и тд. по желанию - Бесплатные обеды прямо на месте работы!",2
3932,- Возможна подработка на вахте (оплачиваемые переработки) - з/п Сварщик 80 000 Руб.,2
3933,"НАКС 100 000 Руб. - Официальное трудоустройство, соц. пакет - Выплаты на карту без задержек - Проживание в новом общежитии!",2
3934,"Проживание НЕ удерживается, все условия для отдыха холодильники, TV, Wi-Fi (больше подробностей узнавайте у менеджера)  - Униформу предоставляем бесплатно  Обязанности: - Соблюдение режима сварки - Работа на основе разработанного плана - Работа с ручной дуговой сваркой и не только ( подробности расскажет мастер)  Требования: - Умение работы ручной дуговой сваркой - Разряд 3-4 - Удостоверение работы сварщиком НАКС будет преимуществом!",1
3935,- Знание работы на полуавтоматах и их настройки - Опыт работы сварщиком!,0
3936,"🟦 НЕ ЖДИ, ЗВОНИ СЕЙЧАС!",0
3937,"🟩  В нашей компании действует акция &quot;ПРИВЕДИ ДРУГА&quot;, премия 4000 руб (если вы приезжаете с другом на вакансию и он отрабатывает не менее 10 смен).",0
3938,"Можете сообщить знакомым и друзьям, о наборе специалистов в нашу компанию!",0
3939,"Мы ждем соискателя на должность: «Сварщик» : Код вакансии: W-3334859935 Имя менеджера: Анна Мы выдаем: Специализированную одежду Модель рабочей одежды: КСВ-1Б    А так же нужны специалисты:  Электрогазосварщик Газосварщик,  Электросварщик, Сварщик,",0
3940,СРОЧНО!,0
3941,"В федеральную компанию, для выполнения госзаказа нужны сотрудники!",0
3942,"Что предстоит делать:  - Погрузка выгрузка, монтаж дорожной плиты.",0
3943,Что нужно знать и уметь:  - Опыт работы;,1
3944,"Что мы предлагаем: - официальное трудоустройство по ТК РФ с 1-го рабочего дня; - график работы – ВАХТОВЫЙ 60/30, 90/30; - предоставляется благоустроенное жилье за счет компании; - трехразовое питание; - предоставляется бесплатная (фирменная) спецодежда и обувь по сезону и специфике работ; - покупка билетов на вахту и в межвахтовый отпуск; - авансирование 30 и 15 числа без задержек; - медосмотр за счет работодателя; - проживание в 10 минутах ходьбы от места работы (или: предоставляется трансфер от вахтового городка до места работы); - сертифицированные рабочие места в соответствии с требованиями охраны труда; - повышение квалификации и аттестация в лицензированном учебном центре компании; - обучение дополнительным профессиям за счет компании.",2
3945,"ЕСЛИ ВАМ ПОДОШЛА ВАКАНСИЯ - ЗВОНИТЕ ПО УКАЗАННОМУ ТЕЛЕФОНУ В ОБЪЯВЛЕНИИ, ЛИБО ПИШИТЕ (WhatsApp, Viber, Telegram))  РАБОТАЯ В НАШЕЙ КОМПАНИИ ВЫ ПОЛУЧАЕТЕ СТАБИЛЬНУЮ РАБОТУ НА ЛУЧШИХ УСЛОВИЯХ, ОФИЦИАЛЬНОЕ ТРУДОУСТРОЙСТВО, ИНДИВИДУАЛЬНЫЙ ПОДХОД, ГАРАНТИРОВАННЫЕ ВЫПЛАТЫ ЗАРАБОТНОЙ ПЛАТЫ БЕЗ ЗАДЕРЖЕК!&quot;",0
3946,Работа Маляр в Москве ПО 8 ЧАСОВ.,0
3947,Вакансия Маляр в строительстве на чистовую отделку больших объемов!,0
3948,Работа!,0
3949,Открыт прием на несколько строительных объектов по Москве на выбор!,0
3950,"Большие ставки, готовы давать этажи бригадам!",0
3951,Официальный работодатель Гарантируем чеcтнoсть и выпoлнениe вcex уcлoвий!,2
3952,"Оформление в день собеседования, выход на работу на следующий день ОПЛАТА ДВАЖДЫ В МЕСЯЦ ОФИЦИАЛЬНО ТРЕБУЕТСЯ Маляр / Штукатур / Шпаклевщик  ДОБАВЬТЕ ОБЪЯВЛЕНИЕ В ИЗБРАННОЕ, получай свежие предложения о работе.",0
3953,"ОПЫТ Маляр / Штукатур / Шпаклевщик ЕСЛИ ВЫ ВИДИТЕ ЭТО ОБЪЯВЛЕНИЕ, ТО ВАКАНСИЯ АКТУАЛЬНА заинтересовались?",0
3954,Оставьте ваш номер в чате!,0
3955,Мы перезвоним максимально быстро!,0
3956,"Или звоните сами - не стесняйтесь, опередите других!",0
3957,"Также готовы рассмотреть сотрудников с опытом работы на позициях: вакансия штукатур маляр, вакансия маляр, работа маляр москва, работа штукатур",0
3958,"На Мосты требуется Сварщики.Вахта 60/30  Проезд, проживание, питание.",0
3959,"Прямой работодатель.ЗП 80 т.р. НАКС 100 т.р.   Условия: - Официальное трудоустройство, соц. пакет - Работа вахтовым методом: 30/30, 60/30 дней и тд. по желанию - з/п Сварщик 80 000 Руб.",0
3960,НАКС 100 000 Руб. - Униформу предоставляем бесплатно - Оплачиваем билет до места работы!,2
3961,- Возможна подработка на вахте (оплачиваемые переработки) - Выплаты на карту без задержек - Бесплатные обеды прямо на месте работы!,2
3962,- Проживание в новом общежитии!,2
3963,"Проживание НЕ удерживается, все условия для отдыха холодильники, TV, Wi-Fi (больше подробностей узнавайте у менеджера)   Обязанности: - Соблюдение режима сварки - Работа с ручной дуговой сваркой и не только ( подробности расскажет мастер) - Работа на основе разработанного плана  Требования: - Разряд 3-4 - Опыт работы сварщиком!",0
3964,- Умение работы ручной дуговой сваркой - Знание работы на полуавтоматах и их настройки - Удостоверение работы сварщиком НАКС будет преимуществом!,0
3965,"🟦 НЕ ЖДИ, ЗВОНИ СЕЙЧАС!",0
3966,"🟩  В нашей компании действует акция &quot;ПРИВЕДИ ДРУГА&quot;, премия 4000 руб (если вы приезжаете с другом на вакансию и он отрабатывает не менее 10 смен).",0
3967,"Можете сообщить знакомым и друзьям, о наборе специалистов в нашу компанию!",0
3968,"Мы ждем соискателя на должность: «Сварщик» : Код вакансии: R-3461477686 Имя менеджера: Елизавета Мы выдаем: Спецодежду Модель рабочей одежды: Ксв-3сп–2,3    А так же нужны специалисты:  Электросварщик,  ЭлектрогазосварщикСварщик,  Газосварщик,",0
3969,Прямой работодатель.Вахта 60/30 На Мосты требуется Сварщики.,0
3970,"Проезд, проживание, питание.",0
3971,"Условия: - Униформу предоставляем бесплатно - Официальное трудоустройство, соц. пакет - Выплаты на карту без задержек - Оплачиваем билет до места работы!",2
3972,При предоставлении ЖД билета!,2
3973,- Бесплатные обеды!,2
3974,- Работа вахтовым методом: 60/30 дней и тд. по желанию - Проживание в новом общежитии!,0
3975,"Проживание НЕ удерживается, все условия для отдыха TV, Wi-Fi (больше подробностей узнавайте у менеджера)   Обязанности: - Работа с ручной дуговой сваркой и не только ( подробности расскажет мастер) - Соблюдение режима сварки - Работа на основе разработанного плана  Требования: - Удостоверение работы сварщиком НАКС будет преимуществом!",0
3976,- Знание работы на полуавтоматах и их настройки - Умение работы ручной дуговой сваркой - Опыт работы сварщиком!,1
3977,- Разряд 3-4  ЗВОНИ СЕЙЧАС!,0
3978,Вакансия СРОЧНАЯ!,0
3979,"В нашей компании действует акция &quot;ПРИВЕДИ ДРУГА&quot;, премия 4000 руб (если вы приезжаете с другом на вакансию и он отрабатывает не менее 10 смен).",0
3980,"Можете сообщить знакомым и друзьям, о наборе специалистов в нашу компанию!",0
3981,"Мы ждем соискателя на должность: «Сварщик» : Код вакансии: R-4781173437 Имя менеджера: София Мы выдаем: Спецодежду Модель рабочей одежды: брезентовый ОП    Приветствуется опыт работы:  Электросварщик, Сварщик,  Электрогазосварщик Газосварщик,",0
3982,"В морской порт г. Темрюка требуется слесарь-ремонтник 4 разряда  Обязанности:  — Техническое обслуживание, ремонт, монтаж, демонтаж, испытание, регулирование и наладка динамического оборудования, запорно-регулирующей арматуры, трубопроводов и сосудов под давлением.",0
3983,"— Разборка, ремонт и сборка узлов и оборудования.",0
3984,Требования:  — Образование не ниже средне-технического.,0
3985,— Наличие квалификационного удостоверения.,1
3986,— Приветствуется опыт работы в аналогичной должности.,1
3987,"Условия:  — Работа в крупной, успешной компании.",0
3988,— Место работы – г. Темрюк(морской порт) Краснодарского края.,2
3989,— График работы – 5/2.,2
3990,— Оформление в соответствии с ТК РФ с первого рабочего дня.,2
3991,— Возможность профессионального и карьерного развития.,2
3992,— Медицинская комиссия при трудоустройстве за счет компании.,2
3993,"— Предоставление СИЗ, спец. одежды.",0
3994,"Ждем Вас по адресу: город Темрюк, улица Карла Маркса, дом 70Д. Здесь Вас проконсультируют по всем интересующим вопросам.",0
3995,На Мосты требуется Сварщики.,0
3996,"Проезд, проживание, питание.",0
3997,"Прямой работодатель.Вахта 60/30   Условия: - Официальное трудоустройство, соц. пакет - Оплачиваем билет до места работы!",0
3998,При предоставлении ЖД билета!,2
3999,- Бесплатные обеды!,2
4000,- Проживание в новом общежитии!,2
4001,"Проживание НЕ удерживается, все условия для отдыха TV, Wi-Fi (больше подробностей узнавайте у менеджера)  - Выплаты на карту без задержек - Работа вахтовым методом: 60/30 дней и тд. по желанию - Униформу предоставляем бесплатно  Обязанности: - Соблюдение режима сварки - Работа на основе разработанного плана - Работа с ручной дуговой сваркой и не только ( подробности расскажет мастер)  Требования: - Разряд 3-4 - Удостоверение работы сварщиком НАКС будет преимуществом!",0
4002,- Знание работы на полуавтоматах и их настройки - Опыт работы сварщиком!,1
4003,- Умение работы ручной дуговой сваркой  ЗВОНИ СЕЙЧАС!,0
4004,Вакансия СРОЧНАЯ!,0
4005,"В нашей компании действует акция &quot;ПРИВЕДИ ДРУГА&quot;, премия 4000 руб (если вы приезжаете с другом на вакансию и он отрабатывает не менее 10 смен).",0
4006,"Можете сообщить знакомым и друзьям, о наборе специалистов в нашу компанию!",0
4007,Мы ждем соискателя на должность:  «Электрогазосварщик» : Код вакансии: Y-3566446727 Имя менеджера: Виктория Мы выдаем: Специализированную одежду Модель рабочей одежды: &quot;Молескин&quot;,0
4008,"Приветствуется опыт работы: Сварщик,  Электрогазосварщик Газосварщик,  Электросварщик,",0
4009,"Вахта 60/30  Проезд, проживание, питание.",0
4010,На Мосты требуется Сварщики.,0
4011,Прямой работодатель.ЗП 80 т.р. НАКС 100 т.р.   Условия: - Униформу предоставляем бесплатно - Бесплатные обеды прямо на месте работы!,0
4012,"- Выплаты на карту без задержек - Официальное трудоустройство, соц. пакет - з/п Сварщик 80 000 Руб.",2
4013,НАКС 100 000 Руб. - Оплачиваем билет до места работы!,2
4014,"- Возможна подработка на вахте (оплачиваемые переработки) - Работа вахтовым методом: 30/30, 60/30 дней и тд. по желанию - Проживание в новом общежитии!",0
4015,"Проживание НЕ удерживается, все условия для отдыха холодильники, TV, Wi-Fi (больше подробностей узнавайте у менеджера)   Обязанности: - Работа с ручной дуговой сваркой и не только ( подробности расскажет мастер) - Работа на основе разработанного плана - Соблюдение режима сварки  Требования: - Опыт работы сварщиком!",0
4016,- Удостоверение работы сварщиком НАКС будет преимуществом!,1
4017,"- Умение работы ручной дуговой сваркой - Знание работы на полуавтоматах и их настройки - Разряд 3-4  🟦 НЕ ЖДИ, ЗВОНИ СЕЙЧАС!",0
4018,"🟩  В нашей компании действует акция &quot;ПРИВЕДИ ДРУГА&quot;, премия 4000 руб (если вы приезжаете с другом на вакансию и он отрабатывает не менее 10 смен).",0
4019,"Можете сообщить знакомым и друзьям, о наборе специалистов в нашу компанию!",0
4020,Мы ждем соискателя на должность:  «Электрогазосварщик от 4 разряда»: Код вакансии: Y-5977119587 Имя менеджера: Полина Мы выдаем: Робу Модель рабочей одежды: &quot;Молескин&quot;,0
4021,"А так же нужны специалисты:  Газосварщик, Сварщик,  Электрогазосварщик Электросварщик,",0
4022,"Проезд, проживание, питание.",0
4023,На Мосты требуется Сварщики.ЗП 80 т.р. НАКС 100 т.р.  Прямой работодатель.Вахта 60/30   Условия: - Оплачиваем билет до места работы!,0
4024,- Униформу предоставляем бесплатно - Проживание в новом общежитии!,2
4025,"Проживание НЕ удерживается, все условия для отдыха холодильники, TV, Wi-Fi (больше подробностей узнавайте у менеджера)  - Официальное трудоустройство, соц. пакет - з/п Сварщик 80 000 Руб.",2
4026,НАКС 100 000 Руб. - Бесплатные обеды прямо на месте работы!,2
4027,"- Возможна подработка на вахте (оплачиваемые переработки) - Выплаты на карту без задержек - Работа вахтовым методом: 30/30, 60/30 дней и тд. по желанию  Обязанности: - Соблюдение режима сварки - Работа с ручной дуговой сваркой и не только ( подробности расскажет мастер) - Работа на основе разработанного плана  Требования: - Разряд 3-4 - Опыт работы сварщиком!",0
4028,- Умение работы ручной дуговой сваркой - Знание работы на полуавтоматах и их настройки - Удостоверение работы сварщиком НАКС будет преимуществом!,1
4029,"🟦 НЕ ЖДИ, ЗВОНИ СЕЙЧАС!",0
4030,"🟩  В нашей компании действует акция &quot;ПРИВЕДИ ДРУГА&quot;, премия 4000 руб (если вы приезжаете с другом на вакансию и он отрабатывает не менее 10 смен).",0
4031,"Можете сообщить знакомым и друзьям, о наборе специалистов в нашу компанию!",0
4032,"Мы ждем соискателя на должность:  «Электрогазосварщик» : Код вакансии: R-1276675334 Имя менеджера: Елизавета Мы выдаем: Рабочую одежду Модель рабочей одежды: брезентовый ОП    А так же нужны специалисты:  Газосварщик, Сварщик,  Электрогазосварщик Электросварщик,",0
4033,"Мы - Сибирская горно-металлургическая компания (СГМК), лидер рынка в области рециклинга лома черных и цветных металлов на всей территории Сибирского федерального округа и Дальнего востока.",0
4034,"Крепкая, стабильная, надежная – держим первое место на рынке 16 лет подряд.",0
4035,"Мы ищем человека, который станет членом нашей команды.",0
4036,"Внимательного и организованного, того кто умеет сосредоточится на работе и замечает все детали.",0
4037,Кто понимает важность выполнения задач качественно и в срок.,0
4038,"Если вы умеете принимать решения и нести за них ответственность, стремитесь к постоянному развитию и самообучению, понимаете важность актуализации знаний – мы ждем ваше резюме!",0
4039,В Нижнем Тагиле на предприятие по переработке лома и переработке доменного шлака требуются машинисты мостовых кранов.,0
4040,"Обязанности:  — Управление мостовым краном грузоподъемностью до 20т — Выполнять сменные задания по погрузке-разгрузке лома/щебня  Требования:  — Удостоверение машиниста крана — Опыт управления мостовым краном (если нет, то готовы обучить за счет предприятия)  Условия:  — Оклад + премия (выплаты 2 раза в месяц без задержек точно вовремя) — Повышенная надбавка 40% за ночные смены (больше, чем у многих других – по закону 20%, мы платим в два раза больше) — Ежегодная индексация заработной платы — Компенсация питания в цеховых столовых — График работы 2/2 (ЖД) — Качественная спецодежда, включая обувь на летний и зимний периоды — Комфортные комнаты приема пищи в цехе — Доставка автобусом из разных районов города до проходной — Санаторно-курортное лечение за наш счет в Леневке и Демидково, возможно с ребенком, 1 раз в 3 года — Частичная оплата ДМС (медицина), включая стоматологию — Оплата образовательных услуг в детских садах для ваших детей — Подарки детям на Новый Год и дамам на 8-е Марта — Участие в профсоюзе",1
4041,"Требуется Арматурщик вахтовым методом в г. Краснокамск  Условия:  — Вахта 60/30,30/15 — График 5/1 по 11 рабочих часов + час обед.Можно 4/2,3/3 и т.д — Предоставляем проживание в квартире с комфортными условиями , в комнате по 2 человека, — Компенсация проезда, — Предоставляем спецодежду, — Трудоустройство официальное по ТК РФ, — Выплаты 2 раза в месяц на карту вашего любого банка.",2
4042,— Бонусы за приведенных друзей!,2
4043,— Предоставляем обеды!,2
4044,"Обязанности:  — сборка и установка простых сеток и плоских простых каркасов  Требования:  -УМЕНИЕ ЧИТАТЬ ЧЕРТЕЖИ  -Прихватка на ПА и РД  -Работа с металлом  Если вакансия вас заинтересовала и вы желаете стать мастером своего дела, скорее откликайтесь !",1
4045,"Требуется метролог по поверке счетчиков газа в г. Белорецк, Белорецкий район.",0
4046,Работа разъездная.,0
4047,Резюме просим направлять на почту.,1
4048,На производство в г.Воронеж требуется Слесарь-ремонтник.,0
4049,С опытом работы  З/п до 87.000 руб./мес  У нас вы получите:  — Официальное трудоустройство   — Гарантированные выплаты 2 раза в месяц   — Бесплатную мед. комиссию.,0
4050,"— Бесплатное жилье для иногородних   — спец.одежда выдается(бесплатно)  Мы предлагаем:  — График работы только 5/2 или 6/1 по 8-11ч   — Можно работать вахтой 60/30,   — опыт работы обязательно!",1
4051,Звоните!,0
4052,Пишите!,0
4053,ПРИГЛАШАЕМ НА РАБОТУ!,0
4054,На производство автобусов требуются МАЛЯР ПО МЕТАЛЛУ !,0
4055,Работа в г. Павлово Нижегородской области!,0
4056,"Требования:  — опыт работы рассматривается минимальный   — иметь базовые навыки по специальности  Обязанности:  — шпаклевка и покраска кузова автобуса  Условия:  — трудоустройство официальное по ТК РФ   — график работы 5/2, смена по 8 часов, сменный   — подработки в выходные с повышенной ставкой!   — иногородним предоставляется проживание   — авансирование еженедельное 3000   — ЗП на карту 2 раза в месяц   — спецодежда",1
4057,Вахтовым методом в республику Карелию требуются Машинисты мостового крана!,0
4058,Мы предлагаем:  ✅Официальное трудоустройство;,0
4059,✅Аванс 2000 рублей;,2
4060,✅Выплаты 2 раза в месяц на карту любого банка;,2
4061,✅Минимальная вахта от 30 смен;,2
4062,✅Компенсация проезда;,2
4063,✅Проживание на время вахты без вычетов из ЗП;,2
4064,✅График работы: 6/1  Обязанности:  📌Перемещение дизельных двигателей  Требования:  ❗Действующее удостоверение машиниста крана  ❗Опыт работы по ТК  ❗От 4 разряда  Действует АКЦИЯ &quot;ПРИВЕДИ ДРУГА И ПОЛУЧИ ПРЕМИЮ&quot;,1
4065,"⭐Если заинтересовала вакансия, звоните или пишите!⭐",0
4066,В Челябинскую область вахтовым методом требуются Слесаря-ремонтники!,0
4067,Мы предлагаем следующие условия труда:  ✅Официальное трудоустройство;,0
4068,✅Аванс 2000 рублей;,2
4069,✅Выплаты 2 раза в месяц на карту любого банка;,2
4070,✅Минимальная вахта от 30 смен;,2
4071,✅Компенсация проезда;,2
4072,✅Проживание на время вахты без вычетов из ЗП;,2
4073,✅График работы: 6/1 – Дневные/ночные смены;,0
4074,"В обязанности входит:  🔧Ремонт токарных, фрезерных, сверлильных и зубонарезных станков;",0
4075,"Требования:  ❗ Опыт работы по ТК  🔥🔥🔥Действует АКЦИЯ &quot;ПРИВЕДИ ДРУГА И ПОЛУЧИ ПРЕМИЮ&quot;🔥🔥🔥  ⭐Если заинтересовала вакансия, звоните или пишите!⭐",1
4076,"Условия:   — График работы 6\1 по 11 часов  — Проживание бесплатно в 2х-3х комнатной квартире по 2 человека в комнате — Питание за свой счет — Рабочая одежда выдается после 10 отработанных смен — Проезд компенсируется  Требования:   — Опыт работы — Запись в ТК — Документ о квалификации   Обязанности:   — Испытания и настройка ДВС Сопровождение испытаний ДВс, разработка ПМ .",1
4077,"— Запуск и остановка двигателя, его агрегатов и частей.",0
4078,Монтаж стендовых систем питания двигателя по полумонтажным схемам.,0
4079,— Гидравлические испытания смонтированных систем.,0
4080,Вашим персональным менеджером данной вакансии будет - Полина,0
